NAME,ADDRESS,CITY,STATE,ZIP,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE
NORTHWEST COLLEGE-CLACKAMAS,8307 S.E. MONTEREY AVE,HAPPY VALLEY,OR,97086,57,CLACKAMAS,41005,USA,45.43853274,-122.5769025
NATIONAL UNIVERSITY OF NATURAL MEDICINE,049 SW PORTER STREET,PORTLAND,OR,97201,933,MULTNOMAH,41051,USA,45.50193072,-122.6765995
OREGON COLLEGE OF ART AND CRAFT,8245 SW BARNES RD,PORTLAND,OR,97225,207,WASHINGTON,41067,USA,45.51112107,-122.7619121
PACIFIC NORTHWEST COLLEGE OF ART,511 NW BROADWAY,PORTLAND,OR,97209,714,MULTNOMAH,41051,USA,45.52889784,-122.6839039
THE ART INSTITUTE OF PITTSBURGH,1400 PENN AVENUE,PITTSBURGH,PA,15222,538,ALLEGHENY,42003,USA,40.43726774,-79.99966116
BRADFORD SCHOOL,"125 WEST STATION SQUARE DRIVE, SUITE 129",PITTSBURGH,PA,15219,397,ALLEGHENY,42003,USA,40.43348531,-80.0048056
EMPIRE BEAUTY SCHOOL-YORK,"2592 EASTERN BLVD, KINGSTON SQUARE SHOPPING CTR",YORK,PA,17402,91,YORK,42133,USA,39.97250931,-76.67480138
EMPIRE BEAUTY SCHOOL-LANCASTER,1801 COLUMBIA AVE,LANCASTER,PA,17603,86,LANCASTER,42071,USA,40.03881317,-76.35403331
EMPIRE BEAUTY SCHOOL-HARRISBURG,3941 JONESTOWN RD,HARRISBURG,PA,17109,132,DAUPHIN,42043,USA,40.29364723,-76.82879788
LANCASTER SCHOOL OF COSMETOLOGY & THERAPEUTIC BODYWORK,50 RANCK AVE,LANCASTER,PA,17602,200,LANCASTER,42071,USA,40.0407461,-76.28364931
LEHIGH CARBON COMMUNITY COLLEGE,4525 EDUCATION PARK DR,SCHNECKSVILLE,PA,18078,7749,LEHIGH,42077,USA,40.66394617,-75.61193603
ST MARGARET SCHOOL OF NURSING,"221 SEVENTH STREET, SUITE 100",PITTSBURGH,PA,15238,109,ALLEGHENY,42003,USA,40.49168723,-79.86310596
PENNSYLVANIA GUNSMITH SCHOOL,812 OHIO RIVER BLVD,PITTSBURGH,PA,15202,93,ALLEGHENY,42003,USA,40.49662057,-80.06869377
PENNSYLVANIA COLLEGE OF ART AND DESIGN,204 N PRINCE ST,LANCASTER,PA,17608,382,LANCASTER,42071,USA,40.04109785,-76.3085991
PITTSBURGH INSTITUTE OF AERONAUTICS,5 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,PA,15122,497,ALLEGHENY,42003,USA,40.35062208,-79.92674516
PITTSBURGH INSTITUTE OF MORTUARY SCIENCE INC,5808 BAUM BLVD,PITTSBURGH,PA,15206,241,ALLEGHENY,42003,USA,40.45917523,-79.93048687
PITTSBURGH TECHNICAL COLLEGE,1111 MCKEE ROAD,OAKDALE,PA,15071,2126,ALLEGHENY,42003,USA,40.42467903,-80.18940387
NORTHPOINT BIBLE COLLEGE,320 SOUTH MAIN STREET,HAVERHILL,MA,1835,551,ESSEX,25009,USA,42.76536553,-71.07933603
TRIDENT TECHNICAL COLLEGE,7000 RIVERS AVENUE,CHARLESTON,SC,29423,14452,CHARLESTON,45019,USA,32.92549387,-80.03050446
HALLMARK UNIVERSITY,10401 IH 10 W,SAN ANTONIO,TX,78230,1021,BEXAR,48029,USA,29.53844669,-98.56862597
HOWARD PAYNE UNIVERSITY,1000 FISK ST.,BROWNWOOD,TX,76801,1350,BROWN,48049,USA,31.71609933,-98.98563552
ITT TECHNICAL INSTITUTE-ARLINGTON,551 RYAN PLAZA DR,ARLINGTON,TX,76011,-999,TARRANT,48439,USA,32.76080234,-97.10657134
ITT TECHNICAL INSTITUTE-HOUSTON WEST,2950 S GESSNER,HOUSTON,TX,77063,-999,HARRIS,48201,USA,29.73410581,-95.53991706
MIMS CLASSIC BEAUTY COLLEGE,5121 BLANCO RD,SAN ANTONIO,TX,78216,33,BEXAR,48029,USA,29.49542207,-98.50824894
NORTHERN VIRGINIA COMMUNITY COLLEGE,4001 WAKEFIELD CHAPEL RD,ANNANDALE,VA,22003,54788,FAIRFAX,51059,USA,38.83403943,-77.23667856
CORNISH COLLEGE OF THE ARTS,1000 LENORA STREET,SEATTLE,WA,98121,976,KING,53033,USA,47.61804776,-122.336192
DIVERS INSTITUTE OF TECHNOLOGY,1341 N. NORTHLAKE WAY SUITE 150,SEATTLE,WA,98103,300,KING,53033,USA,47.647391,-122.340879
INTERNATIONAL AIR AND HOSPITALITY ACADEMY,2901 E MILL PLAIN BLVD,VANCOUVER,WA,98661,170,CLARK,53011,USA,45.62787083,-122.6397586
ITT TECHNICAL INSTITUTE-SEATTLE,12720 GATEWAY DR STE 100,SEATTLE,WA,98168,-999,KING,53033,USA,47.49020977,-122.2738835
GENE JUAREZ ACADEMY OF BEAUTY-MOUNTLAKE TERRACE,6007- A 244TH STREET SW,MOUNTLAKE TERRACE,WA,98043,169,SNOHOMISH,53061,USA,47.779181,-122.312864
BJ'S BEAUTY & BARBER COLLEGE,5239 S TACOMA WAY,TACOMA,WA,98409,78,PIERCE,53053,USA,47.20834392,-122.483443
UNIVERSITY OF CHARLESTON,"2300 MACCORKLE AVENUE,  SE",CHARLESTON,WV,25304,2944,KANAWHA,54039,USA,38.33213327,-81.61669426
ADVANCED INSTITUTE OF HAIR DESIGN-GLENDALE,5780 N. PORT WASHINGTON RD.,GLENDALE,WI,53217,-999,MILWAUKEE,55079,USA,43.12211368,-87.91510274
NORTHWEST CAREER COLLEGE,"7398 SMOKE RANCH ROAD, STE 100",LAS VEGAS,NV,89128,819,CLARK,32003,USA,36.20387522,-115.2555849
EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE,"440 FRANKLIN STREET, SUITE 500",BLOOMFIELD,NJ,7003,101,ESSEX,34013,USA,40.793604,-74.197285
CENTENARY UNIVERSITY,400 JEFFERSON ST,HACKETTSTOWN,NJ,7840,2349,WARREN,34041,USA,40.84869267,-74.83277509
INSTITUTO DE BANCA Y COMERCIO INC,56 CARRETERA 20 KM 2.3,GUAYNABO,PR,966,12314,GUAYNABO,72061,PRI,18.385053,-66.107393
GUAM COMMUNITY COLLEGE,1 SESAME STREET,MANGILAO,GU,96913,2301,GUAM,66010,GUM,13.440649,144.808944
NORTHERN MARIANAS COLLEGE,AS TERLAJE CAMPUS,SAIPAN,MP,96950,1406,SAIPAN,69110,MNP,15.15224657,145.7217328
INSTITUTE OF BEAUTY CAREERS,199 LLORENS TORRES AVE CORNER TO COLL Y TOSTE ST,ARECIBO,PR,613,137,ARECIBO,72013,PRI,18.46861141,-66.72097945
EDUCATIONAL TECHNICAL COLLEGE-RECINTO DE BAYAMON,1685 CARR #2 KL 11.2,BAYAMON,PR,959,423,BAYAMÓN,72021,PRI,18.39540977,-66.15947194
PALAU COMMUNITY COLLEGE,9TH MADALAII HAMLET,KOROR,PW,96940,693,NOT AVAILABLE,NOT AVAILABLE,PLW,7.342913,134.474043
EDP UNIVERSITY OF PUERTO RICO INC-SAN JUAN,560 PONCE DE LEON AVE.  CR. ARROYO ST.,SAN JUAN,PR,919,2294,SAN JUAN,72127,PRI,18.4153748,-66.05540297
MERIDIAN COLLEGE,7020 PROFESSIONAL PKWY E,SARASOTA,FL,34240,258,SARASOTA,12115,USA,27.38072435,-82.42530891
DORSEY BUSINESS SCHOOLS-WAYNE,35005 MICHIGAN AVENUE,WAYNE,MI,48184,354,WAYNE,26163,USA,42.28070143,-83.38183459
ECUMENICAL THEOLOGICAL SEMINARY,2930 WOODWARD AVE,DETROIT,MI,48201,87,WAYNE,26163,USA,42.34412919,-83.05526578
NATIONAL AMERICAN UNIVERSITY-INDEPENDENCE,3620 ARROWHEAD AVENUE,INDEPENDENCE,MO,64057,300,JACKSON,29095,USA,39.05271252,-94.36070159
JENNY LEA ACADEMY OF COSMETOLOGY,74  PARKWAY PLAZA LOOP,WHITESBURG,KY,41858,45,LETCHER,21133,USA,37.12336275,-82.83890882
EMPIRE BEAUTY SCHOOL-HURSTBORNE,5314 BARDSTOWN RD,LOUISVILLE,KY,40291,91,JEFFERSON,21111,USA,38.16643119,-85.6047173
CLOYD'S BEAUTY SCHOOL 3 INC,2514 FERRAND ST,MONROE,LA,71201,32,OUACHITA,22073,USA,32.53270758,-92.08091843
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE,4775 INDIAN SCHOOL ROAD NE SUITE 200,ALBUQUERQUE,NM,87110,220,BERNALILLO,35001,USA,35.10295284,-106.5915726
ELIZABETH GRADY SCHOOL OF ESTHETICS AND MASSAGE THERAPY,222 BOSTON AVENUE,MEDFORD,MA,2155,283,MIDDLESEX,25017,USA,42.41559948,-71.12656577
ROSS MEDICAL EDUCATION CENTER-PORT HURON,"2887 KRAFFT ROAD, SUITE 700",PORT HURON,MI,48060,72,ST. CLAIR,26147,USA,43.01507677,-82.4476094
LUNA COMMUNITY COLLEGE,336 LUNA DRIVE,LAS VEGAS,NM,87701,1533,SAN MIGUEL,35047,USA,35.616303,-105.250865
GRABBER SCHOOL OF HAIR DESIGN,9833 WATSON ROAD,ST. LOUIS,MO,63126,166,ST. LOUIS,29189,USA,38.557164,-90.390799
MADISON MEDIA INSTITUTE,2702 AGRICULTURE DRIVE,MADISON,WI,53718,137,DANE,55025,USA,43.05893808,-89.29425596
SUFFOLK COUNTY COMMUNITY COLLEGE,533 COLLEGE RD,SELDEN,NY,11784,29331,SUFFOLK,36103,USA,40.84896299,-73.05616541
SOUTHERN TECHNICAL COLLEGE,1685 MEDICAL LANE,FORT MYERS,FL,33907,1124,LEE,12071,USA,26.59609719,-81.87764416
ITT TECHNICAL INSTITUTE-NORWOOD,"333 PROVIDENCE HIGHWAY, RTE 1",NORWOOD,MA,2062,-999,NORFOLK,25021,USA,42.20005395,-71.18833351
SOUTHWEST ACUPUNCTURE COLLEGE-SANTA FE,1622 GALISTEO STREET,SANTA FE,NM,87505,73,SANTA FE,35049,USA,35.6618468,-105.9499735
INTERACTIVE COLLEGE OF TECHNOLOGY-NEWPORT,76 CAROTHERS ROAD,NEWPORT,KY,41071,78,CAMPBELL,21037,USA,39.084818,-84.479078
MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,2319 LOUISVILLE AVE,MONROE,LA,71201,655,OUACHITA,22073,USA,32.52432752,-92.10097955
ROSS MEDICAL EDUCATION CENTER-TAYLOR,22311 EUREKA ROAD,TAYLOR,MI,48180,78,WAYNE,26163,USA,42.194933,-83.250307
MCNALLY SMITH COLLEGE OF MUSIC,19 EXCHANGE STREET EAST,SAINT PAUL,MN,55101,-999,RAMSEY,27123,USA,44.94967799,-93.09755576
ITT TECHNICAL INSTITUTE-NORFOLK,"5425 ROBIN HOOD ROAD, SUITE 100",NORFOLK,VA,23513,-999,NORFOLK,51710,USA,36.851631,-76.202755
PIMA MEDICAL INSTITUTE-SEATTLE,9709 THIRD AVE NE SUITE 400,SEATTLE,WA,98115,691,KING,53033,USA,47.69914409,-122.3268445
BRYAN UNIVERSITY,4255 NATURE CENTER WAY,SPRINGFIELD,MO,65804,369,GREENE,29077,USA,37.135451,-93.24808
OREGON COLLEGE OF ORIENTAL MEDICINE,75 NW COUCH,PORTLAND,OR,97209,413,MULTNOMAH,41051,USA,45.52412111,-122.6710988
BELLUS ACADEMY-POWAY,13266 POWAY RD,POWAY,CA,92064,451,SAN DIEGO,6073,USA,32.95718413,-117.0425312
ITT TECHNICAL INSTITUTE-TORRANCE,"2555 W. 190TH STREET, SUITE 125",TORRANCE,CA,90504,-999,LOS ANGELES,6037,USA,33.85967,-118.323701
PACIFIC COLLEGE OF ORIENTAL MEDICINE-SAN DIEGO,7445 MISSION VALLEY RD STE 105,SAN DIEGO,CA,92108,1082,SAN DIEGO,6073,USA,32.77839054,-117.1607299
MADISON ONEIDA BOCES-PRACTICAL NURSING PROGRAM,4937 SPRING RD,VERONA,NY,13478,52,ONEIDA,36065,USA,43.14081955,-75.5603297
EMPIRE BEAUTY SCHOOL-BROOKLYN,2384 86TH ST,BROOKLYN,NY,11214,139,KINGS,36047,USA,40.59927924,-73.98988381
ERIE 2 CHAUTAUQUA CATTARAUGUS BOCES-PRACTICAL NURSING PROGRAM,8685 ERIE RD,ANGOLA,NY,14006,166,ERIE,36029,USA,42.64840178,-79.04004501
PIMA MEDICAL INSTITUTE-DENVER,7475 DAKIN ST SUITE 100,DENVER,CO,80221,831,ADAMS,8001,USA,39.83157736,-105.0025194
CUNY BROOKLYN COLLEGE,2900 BEDFORD AVE,BROOKLYN,NY,11210,20476,KINGS,36047,USA,40.63191166,-73.9531199
YESHIVAS NOVOMINSK,1690 60TH STREET,BROOKLYN,NY,11204,171,KINGS,36047,USA,40.62335483,-73.98990575
SARASOTA SCHOOL OF MASSAGE THERAPY,5899 WHITFIELD AVE SUITE 300,SARASOTA,FL,34243,134,MANATEE,12081,USA,27.38972687,-82.48666403
DAYMAR COLLEGE-LOUISVILLE,4112 FERN VALLEY ROAD,LOUISVILLE,KY,40219,-999,JEFFERSON,21111,USA,38.15623866,-85.68434427
EMPIRE BEAUTY SCHOOL-MALDEN,347 PLEASANT ST,MALDEN,MA,2148,100,MIDDLESEX,25017,USA,42.42736759,-71.07661854
CAPRI INSTITUTE OF HAIR DESIGN-PARAMUS,615 WINTERS AVE,PARAMUS,NJ,7652,138,BERGEN,34003,USA,40.9626977,-74.07158291
ORLO SCHOOL OF HAIR DESIGN AND COSMETOLOGY,232 NORTH ALLEN ST,ALBANY,NY,12206,78,ALBANY,36001,USA,42.67405261,-73.78458715
GENE JUAREZ ACADEMY OF BEAUTY-FEDERAL WAY,2222 SO. 314 ST,FEDERAL WAY,WA,98003,227,KING,53033,USA,47.32050525,-122.3044723
PINNACLE INSTITUTE OF COSMETOLOGY,461-C  EAST PLAZA DRIVE,MOORESVILLE,NC,28115,64,IREDELL,37097,USA,35.59689383,-80.81642645
CAREER TRAINING ACADEMY-MONROEVILLE,4314 OLD WILLIAM PENN HIGHWAY,MONROEVILLE,PA,15146,39,ALLEGHENY,42003,USA,40.44210786,-79.77589857
FLORIDA NATIONAL UNIVERSITY-MAIN CAMPUS,4425 WEST. JOSE REGUEIRO (20TH) AVENUE,HIALEAH,FL,33012,4535,MIAMI-DADE,12086,USA,25.86178,-80.32184554
GEORGIA INSTITUTE OF COSMETOLOGY,3529 ATLANTA HWY,ATHENS,GA,30606,370,CLARKE,13059,USA,33.93692174,-83.45556545
NOUVELLE INSTITUTE,3271 NW 7TH ST SUITE#106,MIAMI,FL,33125,108,MIAMI-DADE,12086,USA,25.77931174,-80.24982135
ITT TECHNICAL INSTITUTE-FORT LAUDERDALE,3401 S UNIVERSITY DR,FORT LAUDERDALE,FL,33328,-999,BROWARD,12011,USA,26.07893193,-80.2523237
PROFESSIONAL TECHNICAL INSTITUTION INC,CALLE COMERIO FINAL 20.5  LA ALDEA,BAYAMON,PR,959,218,BAYAMÓN,72021,PRI,18.377687,-66.174636
SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NURSING,100 COOK ST,BILLERICA,MA,1821,53,MIDDLESEX,25017,USA,42.54669559,-71.21792646
STAR TRUCK DRIVING SCHOOL-HICKORY HILLS,7701 WEST 95TH ST,HICKORY HILLS,IL,60457,-999,COOK,17031,USA,41.71723826,-87.8109
CAPELLA UNIVERSITY,"225 SOUTH 6TH STREET, 9TH FLOOR",MINNEAPOLIS,MN,55402,39139,HENNEPIN,27053,USA,44.97618598,-93.26871351
SALON ACADEMY,440 MARSHALL STREET,COLDWATER,MI,49036,-999,BRANCH,26023,USA,41.9549516,-84.99950305
ITT TECHNICAL INSTITUTE-EVERETT,"1615 75TH STREET SW, SUITE 220",EVERETT,WA,98203,-999,SNOHOMISH,53061,USA,47.93083632,-122.2564406
JOHNSON & WALES UNIVERSITY-NORTH MIAMI,1701 NE 127TH ST,NORTH MIAMI,FL,33181,1708,MIAMI-DADE,12086,USA,25.89433654,-80.16479659
ITT TECHNICAL INSTITUTE-PITTSBURGH,5460 CAMPBELLS RUN ROAD,PITTSBURGH,PA,15205,-999,ALLEGHENY,42003,USA,40.44598,-80.157371
TENNESSEE ACADEMY OF COSMETOLOGY-STAGE ROAD,"7041 STAGE ROAD, SUITE 101",MEMPHIS,TN,38133,39,SHELBY,47157,USA,35.20410354,-89.82890479
COLLEGE OF BUSINESS AND TECHNOLOGY-MAIN CAMPUS,"8700 WEST FLAGLER STREET, SUITE 420",MIAMI,FL,33174,14,MIAMI-DADE,12086,USA,25.768518,-80.337493
COBB BEAUTY COLLEGE INC,3096 CHEROKEE ST,KENNESAW,GA,30144,42,COBB,13067,USA,34.02901674,-84.60880779
SOUTH CENTRAL CAREER CENTER,407 W. THORNBURGH,WEST PLAINS,MO,65775,90,HOWELL,29091,USA,36.73408559,-91.84426478
SALINE COUNTY CAREER CENTER,900 W VEST,MARSHALL,MO,65340,33,SALINE,29195,USA,39.11503054,-93.21107998
NEVADA REGIONAL TECHNICAL CENTER,2015 NORTH WEST STREET,NEVADA,MO,64772,46,VERNON,29217,USA,37.8610141,-94.36308271
CASS CAREER CENTER,1600 E ELM,HARRISONVILLE,MO,64701,41,CASS,29037,USA,38.65801359,-94.33568168
COLEGIO TECNOLOGICO Y COMERCIAL DE PUERTO RICO,CALLE PAZ 165 ALTOS,AGUADA,PR,602,71,AGUADA,72003,PRI,18.378655,-67.18411
QUALITY TECHNICAL AND BEAUTY COLLEGE,BO PUEBLO CARR 167 CALLE PARQUE/BETANCES  #10,BAYAMON,PR,961,113,BAYAMÓN,72021,PRI,18.403009,-66.158362
D'MART INSTITUTE,CARR 156 KM 17.1 BO HONDURAS STE 215 CENTRO COMERCIAL,BARRANQUITAS,PR,794,579,BARRANQUITAS,72019,PRI,18.18415,-66.295454
AUTOMECA TECHNICAL COLLEGE-AGUADILLA,PARQUE INDUSTRIAL LA MONTANA KM09 EDIF932,AGUADILLA,PR,605,244,AGUADILLA,72005,PRI,18.444126,-67.141456
AILANO SCHOOL OF COSMETOLOGY,541 WEST ST,BROCKTON,MA,2301,23,PLYMOUTH,25023,USA,42.07113817,-71.04405443
MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING-PLANTATION GENERAL HOSPITAL,3663 S MIAMI AVE,MIAMI,FL,33133,113,MIAMI-DADE,12086,USA,25.74025448,-80.21397065
MARION TECHNICAL COLLEGE,1014 SW 7TH RD,OCALA,FL,34471,693,MARION,12083,USA,29.178271,-82.14787722
ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA INC,AVE. AGUSTIN RAMOS CALERO CALLE SURINAM 1059  P.R. 112 NORTE,ISABELA,PR,662,71,ISABELA,72071,PRI,18.480088,-67.029628
YESHIVA D'MONSEY RABBINICAL COLLEGE,2 ROMAN BLVD,MONSEY,NY,10952,86,ROCKLAND,36087,USA,41.11577568,-74.06594373
LINCOLN TECHNICAL INSTITUTE-MAHWAH,70 MCKEE DR,MAHWAH,NJ,7430,925,BERGEN,34003,USA,41.08377106,-74.1488458
ITT TECHNICAL INSTITUTE-GETZVILLE,2295 MILLERSPORT HWY,GETZVILLE,NY,14068,-999,ERIE,36029,USA,43.01209349,-78.76909785
ITT TECHNICAL INSTITUTE-INDIANAPOLIS,9511 ANGOLA CT,INDIANAPOLIS,IN,46268,-999,MARION,18097,USA,39.92478636,-86.22303772
INTERNATIONAL BUSINESS COLLEGE-INDIANAPOLIS,7205 SHADELAND STATION,INDIANAPOLIS,IN,46256,375,MARION,18097,USA,39.88562756,-86.04164837
ITT EDUCATIONAL SERVICES INC-SYSTEM OFFICE,13000 MERIDIAN STREET,CARMEL,IN,46032,-999,HAMILTON,18057,USA,39.9760895,-86.15902976
INDIANA STATE UNIVERSITY,210 N 7TH ST,TERRE HAUTE,IN,47809,15653,VIGO,18167,USA,39.46907264,-87.40784643
INDIANA UNIVERSITY-SOUTH BEND,1700 MISHAWAKA AVE,SOUTH BEND,IN,46634,6128,ST. JOSEPH,18141,USA,41.66448489,-86.21995988
INDIANA UNIVERSITY-BLOOMINGTON,107 SOUTH INDIANA AVE.,BLOOMINGTON,IN,47405,52959,MONROE,18105,USA,39.16773929,-86.52358465
CORNELL COLLEGE,600 FIRST ST. SW,MOUNT VERNON,IA,52314,1287,LINN,19113,USA,41.925982,-91.425435
DIVINE WORD COLLEGE,102 JACOBY DR SW,EPWORTH,IA,52045,123,DUBUQUE,19061,USA,42.441572,-90.934917
ELLSWORTH COMMUNITY COLLEGE,1100 COLLEGE AVE,IOWA FALLS,IA,50126,924,HARDIN,19083,USA,42.52752365,-93.26585257
ATLANTA INSTITUTE OF MUSIC AND MEDIA,"2875 BRECKINRIDGE BLVD., SUITE 700",DULUTH,GA,30096,163,GWINNETT,13135,USA,33.96069505,-84.10504413
ST LOUIS HAIR ACADEMY,3701 KOSSUTH AVE,SAINT LOUIS,MO,63107,13,ST. LOUIS,29510,USA,38.66559697,-90.21570809
ROSS COLLEGE-HOPKINSVILLE,4001 FORT CAMPBELL BOULEVARD,HOPKINSVILLE,KY,42240,95,CHRISTIAN,21047,USA,36.83402472,-87.47477369
HOUGHTON LAKE INSTITUTE OF COSMETOLOGY,5921 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,10,ROSCOMMON,26143,USA,44.30940927,-84.7603306
HOUSE OF HEAVILIN BEAUTY COLLEGE-RAYMORE,800 W FOXWOOD DR.,RAYMORE,MO,64083,32,CASS,29037,USA,38.812989,-94.467053
EASTERN INTERNATIONAL COLLEGE-JERSEY CITY,684 NEWARK AVE,JERSEY CITY,NJ,7306,299,HUDSON,34017,USA,40.735531,-74.062845
COMPU-MED VOCATIONAL CAREERS CORP,2900 W 12TH AVE 3RD FL #28,HIALEAH,FL,33012,688,MIAMI-DADE,12086,USA,25.8484461,-80.30691544
ADVANTAGE TECHNICAL COLLEGE,3 RAMOS VELEZ ST,MANATI,PR,674,119,MANATÍ,72091,PRI,18.42804895,-66.49308398
LINCOLN TECHNICAL INSTITUTE-BROCKTON,365 WESTGATE DRIVE,BROCKTON,MA,2301,155,PLYMOUTH,25023,USA,42.09715065,-71.05464338
ITT TECHNICAL INSTITUTE-HENDERSON,"2300 CORPORATE CIRCLE, SUITE 150",HENDERSON,NV,89074,-999,CLARK,32003,USA,36.025989,-115.090344
GOLF ACADEMY OF AMERICA-ORLANDO,510 SOUTH HUNT CLUB BLVD.,APOPKA,FL,32703,133,SEMINOLE,12117,USA,28.67274,-81.451511
ESCUELA TECNICA DE ELECTRICIDAD,VILLA STREET #190,PONCE,PR,730,132,PONCE,72113,PRI,18.010437,-66.620173
NORTHLAND CAREER CENTER,1801 BRANCH,PLATTE CITY,MO,64079,35,PLATTE,29165,USA,39.35552022,-94.77061821
PUTNAM WESTCHESTER BOCES-PRACTICAL NURSING PROGRAM,200 BOCES DRIVE,YORKTOWN HEIGHTS,NY,10598,44,WESTCHESTER,36119,USA,41.27818074,-73.76553567
BRIGHTWOOD COLLEGE-SAN ANTONIO-INGRAM,6441 NW LOOP 410,SAN ANTONIO,TX,78238,459,BEXAR,48029,USA,29.46405625,-98.62269544
YESHIVA OF THE TELSHE ALUMNI,4904 INDEPENDENCE AVE,RIVERDALE,NY,10471,136,BRONX,36005,USA,40.89666826,-73.91109624
LIU HUDSON AT WESTCHESTER,735 ANDERSON HILL ROAD,PURCHASE,NY,10577,368,WESTCHESTER,36119,USA,41.048648,-73.705238
CAROLINAS COLLEGE OF HEALTH SCIENCES,1200 BLYTHE BLVD,CHARLOTTE,NC,28203,530,MECKLENBURG,37119,USA,35.20029547,-80.83853539
LESTER E COX MEDICAL CENTER-SCHOOL OF MEDICAL TECHNOLOGY,3801 S NATIONAL AVE,SPRINGFIELD,MO,65807,-999,GREENE,29077,USA,37.1455035,-93.27984471
FLORIDA GULF COAST UNIVERSITY,10501 FGCU BLVD S,FORT MYERS,FL,33965,16598,LEE,12071,USA,26.46433814,-81.77423473
SEACOAST CAREER SCHOOLS-SANFORD CAMPUS,ONE EAGLE DR STE 1,SANFORD,ME,4073,47,YORK,23031,USA,43.40207418,-70.70634084
LITTLE PRIEST TRIBAL COLLEGE,610 E. COLLEGE DRIVE,WINNEBAGO,NE,68071,203,THURSTON,31173,USA,42.232399,-96.470766
SOUTH LOUISIANA COMMUNITY COLLEGE,1101 BERTRAND DRIVE,LAFAYETTE,LA,70506,7019,LAFAYETTE,22055,USA,30.21652106,-92.05417949
BALTIMORE SCHOOL OF MASSAGE-LINTHICUM,517 PROGRESS DRIVE      SUITE A - J,LINTHICUM,MD,21090,510,ANNE ARUNDEL,24003,USA,39.21591866,-76.67253248
CITY COLLEGE-MIAMI,"9300 S DADELAND BLVD., 2ND FLOOR",MIAMI,FL,33156,252,MIAMI-DADE,12086,USA,25.68367296,-80.31637682
ITT TECHNICAL INSTITUTE-ALBANY,13 AIRLINE DR,ALBANY,NY,12205,-999,ALBANY,36001,USA,42.73637858,-73.82013387
ITT TECHNICAL INSTITUTE-LIVERPOOL,235 GREENFIELD PARKWAY,LIVERPOOL,NY,13088,-999,ONONDAGA,36067,USA,43.08130019,-76.17432153
COMMUNITY COLLEGE OF BALTIMORE COUNTY,7201 ROSSVILLE BLVD.,BALTIMORE,MD,21237,22422,BALTIMORE,24005,USA,39.35264721,-76.48210959
FLORIDA COASTAL SCHOOL OF LAW,8787 BAYPINE ROAD,JACKSONVILLE,FL,32256,541,DUVAL,12031,USA,30.23267624,-81.58009303
BLUE CLIFF COLLEGE-METAIRIE,3200 CLEARY AVE,METAIRIE,LA,70002,985,JEFFERSON,22051,USA,30.00277859,-90.1727714
DEWEY UNIVERSITY-CAROLINA,ROAD 3 COMPOUND 11 LOT 7 CAROLINA INDUSTRIAL PARK,CAROLINA,PR,986,359,CAROLINA,72031,PRI,18.376596,-65.958397
RIVER PARISHES COMMUNITY COLLEGE,925 WEST EDENBORNE PARKWAY,GONZALES,LA,70737,2484,ASCENSION,22005,USA,30.190981,-90.930891
ITT TECHNICAL INSTITUTE-SAINT ROSE,140 JAMES DRIVE EAST,SAINT ROSE,LA,70087,-999,ST. CHARLES,22089,USA,29.98114474,-90.28122695
MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS,CARR. 955 KM. 4.8 BARRIO PALMER,RIO GRANDE,PR,745,30,RÍO GRANDE,72119,PRI,18.3699,-65.780411
NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER,274 SOUTH ORANGE AVENUE,NEWARK,NJ,7103,90,ESSEX,34013,USA,40.73855045,-74.1936078
RIDLEY-LOWELL BUSINESS & TECHNICAL INSTITUTE-POUGHKEEPSIE,26 SOUTH HAMILTON ST,POUGHKEEPSIE,NY,12601,156,DUTCHESS,36027,USA,41.70058901,-73.92396108
FLORIDA COLLEGE OF NATURAL HEALTH-MAITLAND,2600 LAKE LUCIEN DRIVE   SUITE#240,MAITLAND,FL,32751,457,ORANGE,12095,USA,28.62992143,-81.39717942
MODERN HAIRSTYLING INSTITUTE-CAROLINA,CARRETERA 887 KM 0.9 BARRIO MARTIN GONZALEZ VICTORIA PARK,CAROLINA,PR,985,184,CAROLINA,72031,PRI,18.379812,-65.963611
ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,"100 E BROWARD BLVD, SUITE 100",FORT LAUDERDALE,FL,33301,175,BROWARD,12011,USA,26.12196408,-80.14223484
ERIE 1 BOCES,355 HARLEM RD,WEST SENECA,NY,14224,485,ERIE,36029,USA,42.85156669,-78.78642034
INTERNATIONAL TRAINING CAREERS,7360 SW 24TH STREET  SUITE 31,MIAMI,FL,33155,59,MIAMI-DADE,12086,USA,25.74690464,-80.31472657
